track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,text
3ax0rfGb7exLtl02LL08U9,Jason Mraz,Christmas Music - Holiday Hits,Winter Wonderland,0,131760,False,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,acoustic,"Sleigh bells ring, are you listening,  
In the lane, snow is glistening  
A beautiful sight,  
We're happy tonight,  
We're walking in a winter wonderland.  
  
And gone away is the bluebird,  
But here to stay, stay, stay is the new bird  
He sings a love song,  
As we go along,  
We're walking in a winter wonderland.  
  
In the meadow we can build a snowman,  
Then pretend that he is Parson Brown  
He'll say: Are you married?  
We'll say: No man,  
But you can do the job  
When you're in town.  
  
Later on, we'll conspire,  
As we dream by the fire babe  
We'll face unafraid,  
All the plans that we've made,  
We're walking in a winter wonderland.  
  
Later on, we'll conspire,  
As we dream by the fire babe  
We'll face unafraid,  
All the plans that we made,  
We're walking in a winter wonderland.  
  
We'll face unafraid,  
All the plans that we made,  
We're walking in a winter wonderland.  
  
To face unafraid,  
All the plans that we made,  
We're walking in a winter wonderland.

"
38jy6kRlPt8z1GUS9WXeNh,Jason Mraz,Love Is a Four Letter Word,93 Million Miles,67,216386,False,0.572,0.454,3,-10.286,1,0.0258,0.477,1.37e-05,0.0974,0.515,140.182,4,acoustic,"93 million miles from the sun  
People get ready, get ready  
'Cause here it comes, it's a light  
A beautiful light, over the horizon  
Into our eyes  
Oh, my my how beautiful  
Oh my beautiful mother  
She told me, son in life you're gonna go far  
If you do it right, you'll love where you are  
Just know, wherever you go  
You can always come home  
  
240 thousand miles from the moon  
We've come a long way to belong here  
To share this view of the night  
A glorious night  
Over the horizon is another bright sky  
Oh my my how beautiful, oh my irrefutable father  
He told me, son sometimes it may seem dark  
But the absence of the light is a necessary part  
Just know, you're never alone, you can always come back home  
  
Oh, oh  
  
You can always come back  
  
Every road is a slippery slope  
But there is always a hand that you can hold on to  
Looking deeper through the telescope  
You can see that your home's inside of you  
  
Just know, that wherever you go  
No you're never alone  
You will always get back home  
  
Oh, oh  
Oh, oh  
Oh  
  
93 million miles from the sun  
People get ready, get ready  
'Cause here it comes, it's a light  
A beautiful light, over the horizon  
Into our eyes

"
05pKAafT85jeeNhZ6kq7HT,Jason Mraz,I Won't Give Up,I Won't Give Up,66,240165,False,0.585,0.303,4,-10.058,1,0.0398,0.694,0.0,0.115,0.142,136.703,3,acoustic,"When I look into your eyes  
It's like watching the night sky  
Or a beautiful sunrise  
There's so much they hold  
And just like them old stars  
I see that you've come so far  
To be right where you are  
How old is your soul?  
  
I won't give up on us, even if the skies get rough  
I'm giving you all my love, I'm still looking up  
  
And when you're needing your space, to do some navigating  
I'll be here patiently waiting, to see what you find  
  
'Cause even the stars they burn  
Some even fall to the earth  
We've got a lot to learn  
God knows we're worth it  
No, I won't give up  
  
I don't wanna be someone who walks away so easily  
I'm here to stay and make the difference that I can make  
Our differences they do a lot to teach us how to use  
The tools and gifts we got yeah, we got a lot at stake  
And in the end, you're still my friend at least we did intend  
For us to work we didn't break, we didn't burn  
We had to learn how to bend without the world caving in  
I had to learn what I've got, and what I'm not and who I am  
  
I won't give up on us, even if the skies get rough  
I'm giving you all my love  
I'm still looking up, still looking up.  
  
I won't give up on us (no I'm not giving up)  
God knows I'm tough enough (I am tough, I am loved)  
We've got a lot to learn (we're alive, we are loved)  
God knows we're worth it (and we're worth it)  
  
I won't give up on us, even if the skies get rough  
I'm giving you all my love, I'm still looking up

"
2D9w6sabdMCLSheW5aegwO,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Absolutely Zero,20,339196,False,0.521,0.495,5,-7.756,1,0.027,0.128,0.0,0.296,0.116,135.061,4,acoustic,"You. You were a friend. You were a friend of mine I let you spend the night  
You see how it was my fault. Of course it was mine.  
I'm too hard at work. Have you ever heard of anything so absurd ever in your
life.  
I'm sorry for wasting your time.  
  
Who am I to say this situation isn't great? It's my job to make the most of it  
Of course I didn't know that it would happen to me. Not that easy.  
  
Hey what's that you say? You're not blaming me for anything that's great  
But I don't break that easy. Does it fade away?  
So that's why I'm apologizing now for telling you I thought that we could make
it  
I just don't get enough to believe that we've both changed.  
  
Who am I to say this situation isn't great? It's my time to make the most of
it  
How could I ever know that this would happen to me, not that easy, no  
All along the fault is up for grabs why don't you have it  
Well it's for sale go make your offer, I'll sell it for no less than what I
bought it for  
Pay no more than absolutely zero.  
  
Well neither one of us deserves the blame because opportunities moved us away  
And it's not an easy thing to learn to play a game that's made for two that's
you and me  
The rules remain a mystery. See it can be easy.  
  
Who am I to say this situation isn't great? It's our time to make the most of
it  
How could we ever know that this would happen to me, not that easy, no  
All along the fault is up for grabs and there you have it  
Well it's for sale go make your offer, I'll sell it for no less than what I
bought it for  
Pay no more than absolutely zero.

"
1Qo3taHLFSQpzLm5Sty7M4,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Sleep All Day,22,296843,False,0.616,0.81,2,-6.51,1,0.0668,0.369,0.0,0.107,0.79,97.994,4,acoustic,"His after moan though cries oh no  
He's building up a shine but he take it slow  
And he knows it time to make a change here And time to get away  
And he knows it's time for all the wrong reasons And time to end the pain  
But he sleep all, sleep all day, sleep all, we Sleep all day over again  
Why don't we?  
  
She said what would your mother think and how would your father react oh lord  
Would he take it all back what they've done  
No way he said take it, take it and don't break it with your own two hands  
That was my old man and he said  
If all is grounded you should go make a mountain out of it  
  
Oh what a lovely day to have a slice of humble pie  
Recalling of the while we used to drive and drive here and there  
Going nowhere but for us, nowhere but for the two of us  
And we knew it was time to take a chance here  
And time to compromise our lives for awhile  
And it was time for all the wrong reasons  
But time is often on my side and I give it to you tonight  
And we sleep all, sleep all day, sleep all, we sleep all day over again  
  
As time goes by we get a little bit tired waking and baked another Marlboro
mile wide  
It's sending the boys on the run in the time in hot summer sun  
To swim beneath or over outside as they're reading between the lines  
Then they remember the part in the hallmark card where they read about the
dreams  
And reaching for the stars to hold on a little bit closer to  
And they knew it was time, time to take a chance here  
Time to compromise our little lives for just a little while  
And they knew it was time for all the wrong reasons  
As time is often on my side and I give it to you, oh boy  
And we sleep all, sleep all day, sleep all, we sleep all day over again  
  
She said what would your mother think and how would your father react oh lord  
Would he take it all back what they've done  
No way he said take it, take it and don't break it with your own two hands  
That was my old man and he said  
If all is grounded you should go make a mountain out of it

"
1uSuY2qLCbx1QB7oPUVhFG,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Who Needs Shelter,22,192260,False,0.514,0.569,6,-7.866,0,0.03,0.601,2.21e-06,0.218,0.264,142.597,4,acoustic,"Good-day sunlight  
I'd like to say how truly bright you are  
You don't know me but I know you  
You're my favorite star  
Follow you I will so lets get moving  
  
Who needs shelter when the mornings coming?  
Absolutely there's no one  
Who needs shelter from the sun?  
Not me, no. not anyone.  
  
By your clock the cock rooster crows  
Then off to work where everybody goes  
Slow, But eventually they get there  
Picking up the day shift back where all left off  
Confined and pecking at relationships  
You know it's only a worthless piece of shit  
  
Who needs shelter when the mornings coming?  
Absolutely there's no one  
Who needs shelter from the sun?  
Not me, no. not anyone.  
  
I'd sleep it all away but the sun won't let me  
I'd miss those lovely days of summer  
  
Good-day sunlight  
I'd like to say how truly bright you are  
You don't know me but I know you  
You're my favorite.

"
6twvFrIoIINH8UW8EB8OnU,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),No Stopping Us,19,198855,False,0.646,0.836,1,-6.203,1,0.0327,0.301,3.23e-05,0.29,0.727,105.991,4,acoustic,"Would it take a bakers dozen to get my point to you?  
Would it take a half a pound to roll a joint for you  
Would it take some hailing mary's so full of grace to get my sound to you  
Will you help me break it down and get on through  
  
Down to the other side  
Its easy of you only try  
Don't lie down on the job  
Because once we hit the top there's no stopping us  
  
Should I address all my letters to the well to be  
Should I say return to sender is just a well be done  
Should I better not it so personally if all the good loving is never received  
Baby if it was me well I wouldn't think twice  
  
No not I  
See its easy if you only try  
So don't lie down on the job  
Because once we hit the top there's no stopping us.  
  
I will drive a thousand miles or I'll meet you at the station  
If only you would take a vacation from this thing you have created  
I promise to make it worth your while  
  
So c'mon try. Baby won't you try  
It's easy if you do not run  
I promise you you'll have your fun  
Because once we hit the top we've just begun  
  
There's no stopping us.

"
2pelUnMKr07JjJpilj9Yew,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),I'll Do Anything,24,191889,False,0.57,0.711,9,-4.155,1,0.0703,0.119,0.0,0.352,0.648,163.117,4,acoustic,"Go make your next choice be your best choice  
And if you're looking for a boy with a voice, well baby I'm single  
Are you in the mood for some dude, are you in the mood to be subdued  
Or would you rather just mingle?  
Let's get set then to go then and let us jet set we'll be like the jetsons  
You can be Jane my wife. Should I marry Jane tonight?  
  
I would if I could. I'd do most anything spontaneously.  
  
Or we can keep chilling like ice cream filling  
We can cool in the gang if you'd rather hang  
Ain't no thing. I can be lacubrious with you.  
I got no ifs ands ors no wits or what's about it  
But this place is getting crowded and my house is two blocks away  
Or maybe closer  
  
I would if I could. I'd do most anything spontaneously.  
You know I would, if I could. I'll do anything spontaneously.  
  
If you could be nimble, you'd have it simple just like me.  
So go on and try it, do not deny yourself your freedom.  
  
So step on up to the plate get a date with mraz  
See you better act fast because supplies they never  
Now did you know this is limited time offer  
So go make your mind up before our times up  
You better start winding it up because the party's almost over  
(and if you should know girl, go a little bit lower now)  
  
See how I would, if I could. I'd do most anything spontaneously.  
You know I would, and I can prove it. I'll do anything spontaneously.

"
3ixLIO5BsTmic0Pp27FaPY,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Too Much Food,20,221425,False,0.626,0.926,2,-4.441,1,0.0477,0.0265,0.0,0.159,0.548,99.997,4,acoustic,"You can say that I'm one curly fry in the box of the regular  
Messing with the flavor oh the flavor that you savor  
Saving me for last but you better not eat me at all  
Living in a fast food bag making friends with the ketchup and salt  
People say that I'm crazy for not moving on to better things  
Instead I'm sitting around trash talking with the onion rings  
But it's much too soon to leave this easy life  
Pass me the spoon. Pass the analytical knife  
  
Cause your about to get cut and get cut down  
It's all about the wordplay all about the sound in the tone of my voice  
You gotta let me make my choice alone before my food gets cold  
Better shut up or get shot down. It's all about the know how all just a matter
of taste  
Stop telling me the way I gotta play. Too much food on my plate.  
  
Believe it or not I super sized my sights on the surprise in the cereal box  
My stomachs smaller than my eyes  
so I went to see the doctor and he said ""turn your head and then cough""  
I didn't listen to what he said instead I couldn't wait to get off  
He said I can have this but I can't have that  
That I should keep wishing I was living the life of a cat because  
I ain't the one whose gonna be missing the feast  
Just like you ain't the one who seems to be calming the beast  
  
Now your about to get cut and get cut down  
It's all about the wordplay all about the sound in the tone of my voice  
You gotta let me make my choice alone before my food gets cold  
Better shut up or get shot down. It s all about the know how all just a matter
of taste  
Stop telling me the way I gotta play. Too much food on my plate.  
  
Well if you are what you eat in my case I'll be sweet so come and get some  
I'm so over it.  
  
Now your about to get cut and get cut down  
It s all about the know how all just a matter of taste  
Stop telling me the way I gotta play. Too much food on my plate.  
(Get up and get some)  
There's too much food on my plate

"
5ZetMq21bMQN5oo4TtdOxu,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),The Boy's Gone,18,255047,False,0.686,0.556,1,-8.5,0,0.0271,0.532,0.0,0.0922,0.36,112.997,4,acoustic,"The boy's gone. The boy's gone home.  
  
What will happen to a face in the crowd when it finally gets too crowded.  
And will happen to the origins of sound after all the sounds have sounded  
Well I hope I never have to see that day but by god I know it's headed our way  
So I better be happy now that the boy's going home. The boy's gone home.  
  
And what becomes of a day for those who rage against it  
And who will sum op the phrase for all left standing around in it  
  
Well I suppose we'll all make our judgment call  
We'll walk it alone, stand up tall, then march to the fall  
So we better be happy now that we'll all go home.  
  
Be so happy with the way you are  
Be so happy that you made it this far  
Go on be happy now. Please be happy now  
  
Because this is something else  
This is something else  
  
I tried to live my life and live it so well  
But when it's all over is it heaven or is it hell  
I better be happy now that no one can tell, nobody knows  
I'm gonna be happy with the way that I am  
I'm gonna be happy with all that I stand for  
I'm gonna be happy now because the boy's going home.  
  
The boy's gone home.

"
4MihgVRpD82EZoT61GW63w,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),Curbside Prophet,23,214552,False,0.619,0.793,5,-5.964,1,0.0661,0.263,0.0,0.0828,0.892,177.991,4,acoustic,"I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket to come  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket  
  
You see it started way back in NYC  
When I stole my first rhyme from the M.I.C.  
At a west end avenue at 63  
The beginning of a leap year, February, '96  
With a guitar picked up in the mix  
I committed to the licks like a nickel back of tricks  
Well look at me now  
Look at me now  
Look at me now, now, now, now  
  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket to come  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket  
  
Well you're never gonna guess  
Where I've been been been  
And I have no regrets  
That I bet my whole checking account  
Because it all amounts to nothing up in the end  
  
Well you can only count on the road again  
We'll soon be on the radio dial  
And I been payin' close attention to the Willie Nelson style  
Like a band of gypsies on the highway while  
I'm one man pushin' on the California skyline drive  
Up the coast mc brag the most  
I'm pickin up my pace and makin' time like space ghost  
  
Raising a toast to the highway patrol with the most  
Put my cruise control on coast  
'cause I'm tourin' around the nation on extended vacation see  
I got Elsa the dog who exceeds my limitation  
I say, ""I like your style, crazy pound pup!  
You need a ride?  
Well come on, girl, hop in the truck!""  
  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket to come  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket to come on  
I'm just a curbside prophet  
With my hand in my pocket  
And I'm waiting for my rocket  
  
See I'm a down home brother, redneck undercover  
With my guitar here  
I'm ready to play  
And I'm s a sucker for a filly  
Got a natural ability to give the freestyle  
Look at my flexibility  
Dangerous at the mike  
My ghetto hat's cocked right  
The ladies say, ""yo, that kid is crazy""  
The backstage betties taking more than they can get  
They say, ""what's up with m-are-a-z?""  
  
Hey, hey, something's different in my world today  
Well they changed my traffic sign to a brighter yellow  
Hey, hey, something's different in my world today  
They changed my traffic sign to a brighter yellow  
I'm just a curbside prophet  
  
Curbside prophet now  
Curbside prophet now  
Curbside  
Come on, now  
Curbside prophet  
Waiting for my rocket to come

"
14vExHBkh1prEAN94wZug8,Jason Mraz,Waiting for My Rocket to Come (Expanded Edition),"Tonight, Not Again",18,289041,False,0.595,0.805,8,-7.926,1,0.0543,0.0167,1.06e-05,0.0691,0.359,102.44,4,acoustic,"The night.  
She brushed her hands upon my flushed cheek  
Smelled of childhood remnants of a dusty weeping willow  
Clouds soothe, Shredded by the calico  
Were oh so vast and quick as I was on my own now.  
  
This time like every other time I believe that I never find  
Another sweet little girl with sequined sea foam eyes  
Ocean lapping voice smile coy as the brightest quiet span of sky  
And I'm all alone again tonight not again, not again, not again.  
  
And don't it feel alright. and don't it feel so nice. Lovely.  
  
Still I'm unable to inhale all the riches  
As I'm awkward as a wound on my bones  
Still I've got cobblestone joints and plate glass points  
As I'm all by myself tonight not again not again  
  
And don't it feel alright. and don't it feel so nice. Lovely.  
  
Well if you should nervously break down  
When its time for the shakedown would you take it  
It's when you cry just a little but you laugh in the middle that you've made
it  
And don't it feel alright. and don't it feel so nice.  
Lovely.  
  
Say it again. Lovely. So lovely. to do it again  
Again. Loving again. It's coming again.  
Lovely.

"
